name
AdministrativeExpenses
AdvancedCorporationTaxWrittenOffBack
AdvancesCreditsDirectors
AdvancesCreditsMadeInPeriodDirectors
AdvancesCreditsRepaidInPeriodDirectors
AdvancesOnInvoiceDiscountingFacilities
AdvancesPaidToSuppliers
AdvertisingCosts
AdvertisingPromotionalCostsAdministrativeExpenses
AdvertisingPromotionalCostsDistributionCosts
AgencyManagementEarnings-Gross
AgencyManagementEarningsPayments
AggregateDepreciationOnLeasedAssetsIncludedInTangibleFixedAssets
AggregateDepreciationOnTangibleFixedAssetsOnHistoricalCostBasis
AggregateDividendsDueBalanceSheetDate
AggregateDividendsPaidInFinancialYear
AggregateDividendsProposedBeforeDateApprovalAccountsNotOtherwiseDisclosed
AggregateMarketValueListedInvestmentsDate
AmortisationContractCostAssets
AmortisationExpenseIntangibleAssets
AmortisationGovernmentGrants
AmortisationImpairmentExpenseIntangibleAssets
AmortisationImpairmentReversalIntangibleFixedAssets
AmortisationImpairmentReversalIntangibleFixedAssetsAdministrativeExpenses
AmortisationIntangibleAssetsAdministrativeExpenses
AmortisationIntangibleAssetsDistributionCosts
AmortisationIntangibleAssetsExpense
AmortisationNegativeGoodwillRecognisedInProfitLoss
AmortisationOtherAssets
AmortisationRateUsedForIntangibleAssets
AmortisationRateUsedForIntangibleAssetsIncludingRight-of-use
AmountAnyAssetRecognisedForExpectedReimbursementForProvision
AmountAnyExpectedReimbursementForContingentLiabilitiesRecognisedInBusinessCombination
AmountAnyExpectedReimbursementForProvision
AmountArrearsShares
AmountBorrowingExposedToInterestRateChanges
AmountBorrowingRepayableWithinSetTime
AmountByWhichCreditDerivativesOrSimilarInstrumentsRelatedToLoansReceivablesMitigateMaximumExposureToCreditRisk
AmountByWhichTaxOnProfitOnOrdinaryActivitiesLowerHigherThanTaxCalculatedStandardUKRate
AmountChargeOnAssetsEntityInOrderToSecureThirdPartyLiabilities
AmountCompensationFromThirdPartiesForPropertyPlantEquipmentImpairedLostOrGivenUpThatIncludedInProfitOrLoss
AmountDueFromToRelatedParty
AmountExceptionalOperatingCost
AmountExpensesReimbursedOrPaidDirectlyToThirdParties
AmountGuaranteed
AmountIncomeTaxAffectedByDividendsNotRecognisedAsLiability
AmountLoanDueAfterFiveYears
AmountNetReversalDeferredTaxAssetsLiabilitiesExpectedToOccurInYearBeginningAfterReportingPeriod
AmountNotRecognised
AmountNotRecognisedAsAnAssetBecauseIAS58bLimit
AmountOtherExceptionalOperatingCostAdministrativeExpenses
AmountOtherUnexceptionalOperatingCost
AmountOutstandingOnGuaranteedOverdraftsSubsidiaries
AmountPaidLiabilityIncurredInFulfillingGuaranteesDirectors
AmountPaidLiabilityIncurredInFulfillingSpecificGuaranteeDirectors
AmountPayableOnRedemptionConvertibleDebt
AmountPensionContributionsPaidInReportingPeriod
AmountReceivedForDebentureLoanLoansIssuedInPeriod
AmountReceivedOrReceivableUnderLong-termIncentiveSchemesDirectors
AmountRemuneration
AmountRevenueForType
AmountSpecificAdvanceOrCreditDirectors
AmountSpecificAdvanceOrCreditMadeInPeriodDirectors
AmountSpecificAdvanceOrCreditRepaidInPeriodDirectors
AmountSpecificBankLoan
AmountSpecificCharitableDonation
AmountThatMayBePayableRecoverable
AmountWrittenOffInPeriodInRespectDebtDueFromRelatedParty
AmountsDueForSocialSecurityOtherTaxesCurrent
AmountsDueOnSaleSubsidiaries
AmountsDueOnSaleSubsidiaryWithinOneYear
AmountsDueToRelatedPartiesTradeOtherPayables
AmountsOwedByAssociates
AmountsOwedByAssociatesAfterOneYear
AmountsOwedByAssociatesJointVenturesParticipatingInterests
AmountsOwedByAssociatesWithinOneYear
AmountsOwedByDirectors
AmountsOwedByGroupUndertakings
AmountsOwedByGroupUndertakingsOtherParticipatingInterests
AmountsOwedByGroupUndertakingsOtherParticipatingInterestsAfterOneYear
AmountsOwedByGroupUndertakingsOtherParticipatingInterestsWithinOneYear
AmountsOwedByGroupUndertakingsParticipatingInterests
AmountsOwedByJoint-ventures
AmountsOwedByJoint-venturesWithinOneYear
AmountsOwedByJointVentures
AmountsOwedByOtherParticipatingInterests
AmountsOwedByOtherParticipatingInterestsAfterOneYear
AmountsOwedByOtherParticipatingInterestsWithinOneYear
AmountsOwedByOtherRelatedPartiesOtherThanDirectors
AmountsOwedByParentEntities
AmountsOwedByRelatedParties
AmountsOwedBySubsidiaries
AmountsOwedBySubsidiariesAfterOneYear
AmountsOwedBySubsidiariesWithinOneYear
AmountsOwedInRespectGroupRelief
AmountsOwedToAssociates
AmountsOwedToAssociatesAfterOneYear
AmountsOwedToAssociatesJointVenturesParticipatingInterests
AmountsOwedToAssociatesWithinOneYear
AmountsOwedToDirectors
AmountsOwedToGroupUndertakings
AmountsOwedToGroupUndertakingsOtherParticipatingInterests
AmountsOwedToGroupUndertakingsOtherParticipatingInterestsAfterOneYear
AmountsOwedToGroupUndertakingsOtherParticipatingInterestsWithinOneYear
AmountsOwedToGroupUndertakingsParticipatingInterests
AmountsOwedToGroupUndertakingsParticipatingInterestsAfterOneYearSubtotal
AmountsOwedToGroupUndertakingsParticipatingInterestsSubtotal
AmountsOwedToGroupUndertakingsParticipatingInterestsWithinOneYearSubtotal
AmountsOwedToJoint-venturesAfterOneYear
AmountsOwedToJoint-venturesWithinOneYear
AmountsOwedToJointVentures
AmountsOwedToOtherParticipatingInterests
AmountsOwedToOtherParticipatingInterestsAfterOneYear
AmountsOwedToOtherParticipatingInterestsWithinOneYear
AmountsOwedToOtherRelatedPartiesOtherThanDirectors
AmountsOwedToParentEntities
AmountsOwedToParentUndertaking
AmountsOwedToParentUndertakingAfterOneYear
AmountsOwedToParentUndertakingWithinOneYear
AmountsOwedToRelatedParties
AmountsOwedToRelatedPartiesAfterOneYear
AmountsOwedToRelatedPartiesWithinOneYear
AmountsOwedToSubsidiaries
AmountsOwedToSubsidiariesAfterOneYear
AmountsOwedToSubsidiariesWithinOneYear
AmountsReceivableInRespectGroupRelief
AmountsRecoverableOnContracts
AmountsRecoverableOnContractsAfterOneYear
AmountsRecoverableOnContractsWithinOneYear
AmountsWrittenOffBackInvestments
AmountsWrittenOffCurrentAssetInvestments
AnnualEmissionsAsRatioQuantifiableFactorAssociatedWithEntitysActivities
AnnualQuantityEmissionsInTonnesCarbonDioxideEquivalentFromCombustionFuel
AnnualQuantityEmissionsInTonnesCarbonDioxideEquivalentFromCombustionFuelOperationFacilities
AnnualQuantityEmissionsInTonnesCarbonDioxideEquivalentFromPurchaseElectricityOrOtherFuelForOwnUse
ApplicableTaxRate
AssetMortgage-backedSecuritiesHeld
AssetsAcquired
AssetsPledgedAsCollateralSubjectToSaleOrRepledging
AssetsPledgedAsCollateralSubjectToSaleOrRepledgingCurrent
AssetsSubsidiaryToWhichSignificantRestrictionsApply
AssumedPercentageEmployeesOptingForEarlyRetirement
AssumedProportionEmployeesOptingForEarlyRetirement
AssumedRateIncreaseInMaximumStateHealthcareBenefits
AssumedRateIncreaseInRetirementHealthcareCosts
AssumedRateIncreasePensionableSalaries
AssumedRateIncreasePensionsInPaymentDeferredPensions
AssumedRateInflation
AssumedRateInflation-CPI
AssumedRateInflation-RPI
Audit-relatedAssuranceServicesEntitySubsidiariesFees
Audit-relatedAssuranceServicesFees
Audit-relatedAssuranceServicesPensionSchemesFees
AuditAccountancyOtherServices
AuditFeesExpenses
AuditFeesPayable
AuditingAccountsAssociatesFees
AuditingAccountsAssociatesPensionSchemesFees
AuditingAccountsAssociatesServiceToEntitySubsidiariesFees
AuditingAccountsOfAssociatesPursuantToLegislationEntityAndSubsidiariesFees
AverageCapitalEmployed
AverageContractualRemainingLifeInYearsEquityInstrumentsShare-basedPaymentArrangement
AverageEffectiveBorrowingRateOnPropertyPlantEquipmentLeasedUnderFinanceLeases
AverageLeaseTermInYearsIntangibleAssetsLeasedUnderFinanceLeases
AverageLeaseTermInYearsPropertyPlantEquipmentLeasedUnderFinanceLeases
AverageNumberDirectors
AverageNumberEmployeesAnalysisBySpecificDepartment
AverageNumberEmployeesDuringPeriod
BadDebtsWrittenOff
BadDebtsWrittenOffAdministrativeExpenses
BadDebtsWrittenOffCostSales
BalancesAmountsOwedByRelatedParties
BalancesAmountsOwedToRelatedParties
BalancesWithBanks
BankBorrowings
BankBorrowingsDebentures
BankBorrowingsDebenturesAfterFiveYears
BankBorrowingsDebenturesBetweenOneToTwoYears
BankBorrowingsDebenturesBetweenTwoToFiveYears
BankBorrowingsDebenturesDueAfterOneYear
BankBorrowingsDebenturesDueWithinOneYear
BankBorrowingsOverdrafts
BankBorrowingsOverdraftsSecured
BankBorrowingsOverdraftsUnsecured
BankBorrowingsSecured
BankBorrowingsUnsecured
BankCharges
BankChargesClassifiedAsFinanceCosts
BankChargesDetailedPL
BankLoansFinanceCharges
BankLoansInterestPayments
BankLoansOverdraftsAfterOneYear
BankLoansOverdraftsFinanceCharges
BankLoansOverdraftsWithinOneYear
BankOverdrafts
BankOverdraftsAssumed
BankOverdraftsFinanceCharges
BankOverdraftsSecured
BankOverdraftsUnsecured
BankingArrangementsClassifiedAsCashCashEquivalents
BasicEarningsLossPerShare
BasicSalesRevenue
BenefitsInKindDirectors
BenefitsPaidRelatedToDefinedBenefitScheme
BenefitsReceivedOrReceivablePerformanceInMultipleReportingPeriodsDirectors
BenefitsReceivedOrReceivablePerformanceInReportingPeriodDirectors
BenefitsUnderLong-termIncentiveSchemesDirectors
BillsExchangeAfterOneYear
BillsExchangePayable
BillsExchangeWithinOneYear
BiologicalAssets
BiologicalAssetsAcquiredCurrent
BiologicalAssetsCostModel
BiologicalAssetsCostModelGross
BiologicalAssetsCurrent
BiologicalAssetsFairValueModel
BiologicalAssetsNon-current
BondsInIssue
BondsMedium-termNotesInIssue
BonusesAdministrativeExpenses
BonusesDirectors
BookProfitOnChargeableAssets
BookProfitOnNon-taxableShareIssues
BorrowingCostsCapitalised
BorrowingCostsIncludedInCostQualifyingAssets
Borrowings
BrokerageFeeIncome
BusinessCombinationsIncreaseDecreaseInEquity
BusinessDivestitureDecreaseInAmortisationImpairmentIntangibleAssets
BusinessDivestitureDecreaseInDepreciationImpairmentPropertyPlantEquipment
BusinessRatesOnPremisesAdministrativeExpenses
BusinessSegmentInter-segmentSales
BusinessSegmentTotalRevenueIncludingInter-segmentSales
CalledUpShareCapital
CalledUpShareCapitalNot-paidCurrentAsset
CalledUpShareCapitalNot-paidCurrentAssetDueWithinOneYear
CalledUpShareCapitalNotPaid
CalledUpShareCapitalNotPaidCurrentAsset
CalledUpShareCapitalNotPaidNotExpressedAsCurrentAsset
CancellationSubscribedCapitalDecreaseInEquity
CancellationTreasurySharesIncreaseDecreaseInEquity
CanteenCostsAdministrativeExpenses
CapitalAllowancesInExcessDepreciationLeadingToDecreaseIncreaseInTax
CapitalCommitments
CapitalCommitmentsTotalContractedButNotProvidedFor
CapitalElementFinanceLeaseRentalPayments
CapitalEmployed
CapitalGains
CapitalGainsImpactOnTaxRate
CapitalGrant
CapitalRedemptionReserve
CapitalReductionDecreaseInEquity
CapitalReserves
CapitalisationOwnReservesDecreaseIncreaseInTotalReserves
CapitalisationRateForCapitalisedBorrowingCostsGeneralBorrowingsPool
CapitalisationRateForCapitalisedBorrowingCostsPropertyPlantEquipment
CapitalisedBorrowingCostsRelatedToIntangibleAssets
CapitalisedBorrowingCostsRelatedToPropertyPlantEquipment
CapitalisedFinanceCostsIncludedInTangibleFixedAssets
CarbonOffsetsTotal
CarryingAmountAssetsWhichCouldNotBeReliablyValued
CarryingAmountFinancialAssetsForWhichFairValueHasNotBeenDisclosed
CarryingAmountFinancialAssetsWhichDoNotQualifyForRecognition
CarryingAmountFinancialLiabilitiesForWhichFairValueHasNotBeenDisclosed
CarryingAmountIntangibleAssetsPledgedAsSecurityForLiabilities
CarryingAmountIntangibleAssetsWithRestrictedTitle
CarryingAmountInvestmentPropertyRentedToAnotherGroupEntity
CarryingAmountLiabilitiesAssociatedWithFinancialAssetsWhichDoNotQualifyForRecognition
CarryingAmountMaterialIntangibleAsset
CarryingAmountPropertyPlantEquipmentPledgedAsSecurityForLiabilities
CarryingAmountPropertyPlantEquipmentWithRestrictedTitle
CarryingAmountTangibleFixedAssetsHistoricalCostLessDepreciation
CarryingAmountUnderCostModelRevaluedAssetsIntangibleAssets
CarryingAmountUnderCostModelRevaluedAssetsPropertyPlantEquipment
CashBank
CashBankInHand
CashBankOnHand
CashCashEquivalents
CashCashEquivalentsAcquired
CashCashEquivalentsCashFlowValue
CashCashEquivalentsDisposed
CashCashEquivalentsHeldInDefinedBenefitPlanFairValue
CashCashEquivalentsHeldInDefinedBenefitPlanPercentage
CashCashEquivalentsReceivedForDisposal
CashCashEquivalentsUnavailableForUseByEntity
CashConsiderationReceivedForSharesIssuedInPeriodRelatedToShare-basedPayments
CashFlowOutflowArisingFromRestructuring
CashFlowOutflowBeforeManagementLiquidResourcesFinancing
CashFlowOutflowFromAcquisitionsDisposals
CashFlowOutflowFromCapitalExpenditureFinancialInvestment
CashFlowOutflowFromChangeInDebtLeaseFinancing
CashFlowOutflowFromFinancing
CashFlowOutflowFromManagementLiquidResources
CashFlowOutflowFromManagementLiquidResourcesFinancing
CashFlowOutflowFromOperatingActivities
CashFlowOutflowFromOtherSources
CashFlowOutflowFromReturnsOnInvestmentsServicingFinance
CashFlowsFromDisposalOrReductionInControlOverSubsidiaries
CashFlowsFromDisposalOrReductionInControlOverSubsidiariesOrOtherBusinesses
CashFlowsUsedInAcquiringOrObtainingControlSubsidiariesOrOtherBusinessesClassifiedAsInvestingActivities
CashFlowsUsedInPurchaseNon-controllingInterests
CashHeldInPensionSchemeExpectedRateReturn
CashHeldInPensionSchemeFairValue
CashHeldInPensionSchemePercentage
CashInHand
CashInflowOutflowFromDebtFinancing
CashInflowOutflowFromManagementLiquidResources
CashOnHand
CashPayments
CashPaymentsForOperatingActivities
CashPaymentsForOtherAdministrativeExpenses
CashPaymentsGrantsMade
CashPaymentsOnDirectorsFees
CashPaymentsToAcquireEquityOrDebtInstrumentsOtherEntitiesClassifiedAsInvestingActivities
CashPaymentsToAcquireInvestmentsIncludingConversionEndowmentFromCashToAnotherFormInvestment
CashPaymentsToAcquireTangibleFixedAssetsIncludingConversionEndowmentFromCashToAnotherFormFixedAsset
CashPaymentsToOnBehalfEmployees
CashReceiptsFromContractsHeldForDealingOrTradingPurpose
CashReceiptsFromDisposalNon-controllingInterests
CashReceiptsFromDonationsLegaciesGrants
CashReceiptsFromFutureContractsForwardContractsOptionContractsSwapContractsClassifiedAsInvestingActivities
CashReceiptsFromGovernmentGrants
CashReceiptsFromOperatingActivities
CashReceiptsFromRentOnInvestmentProperties
CashReceiptsFromRentsSubsequentSalesRentalAssets
CashReceiptsFromRepaymentLoansAdvancesClassifiedAsInvestingActivities
CashReceiptsFromRepaymentLoansAdvancesToAssociatesClassifiedAsInvestingActivities
CashReceiptsFromRepaymentLoansAdvancesToAssociatesJointVenturesParticipatingInterestsClassifiedAsInvestingActivities
CashReceiptsFromRepaymentLoansAdvancesToGroupUndertakingsClassifiedAsInvestingActivities
CashReceiptsFromRepaymentLoansAdvancesToGroupUndertakingsParticipatingInterestsClassifiedAsInvestingActivities
CashReceiptsFromRepaymentLoansAdvancesToOtherRelatedPartiesClassifiedAsInvestingActivities
CashReceiptsFromRepaymentLoansAdvancesToRelatedPartiesClassifiedAsInvestingActivities
CashReceiptsFromRepaymentOtherLoansAdvancesClassifiedAsInvestingActivities
CashReceiptsFromSalesEquityOrDebtInstrumentsOtherEntitiesClassifiedAsInvestingActivities
CashReceiptsFromSalesGoodsRenderingServices
CashReceiptsFromSalesInterestsInAssociates
CashReceiptsFromSalesInterestsInJointVentures
CashReceiptsFromSalesInterestsInJointVenturesAssociatesParticipatingInterests
CashReceivedDisposalSubsidiaries
CashSurplusDeficitFromDifferenceBetweenPensionChargeCashContribution
CashTransferredToAcquireEntity
CentralUnallocatedNetAssetsLiabilitiesIncludingGoodwillBusinessSegmentAnalysis
CertificatesDepositHeld
CertificatesDepositInIssue
CertificatesDepositUK
ChangesInProvisionsLeadingToAnIncreaseDecreaseInTaxCharge
ChangesInProvisionsLeadingToAnIncreaseDecreaseInTaxChargeImpactOnTaxRate
ChargeCreditArisingFromShare-basedPayments
ChargeCreditToFinanceChargesFromDefinedBenefitScheme
ChargeCreditToOperatingProfitFromDefinedBenefitScheme
ChargesBeforeOperatingProfit
ChargesForShare-relatedAwards
CharitableDonations
CharitableDonationsAdministrativeExpenses
CharitableExpenditure
CharitableSupportCosts
CharityFunds
ClientTrainingIncludingSeminarsLecturesWorkshopsAdministrativeExpenses
CommercialPaperInIssue
CommissionsExpense
CommissionsPayableAdministrativeExpenses
CommissionsPayableToStaffAdministrativeExpenses
CommissionsPayableToStaffCostSales
CommissionsPayableToStaffDistributionCosts
CommissionsReceived
CommitmentsForAcquisitionIntangibleAssets
CommitmentsForAcquisitionPropertyPlantEquipment
CommitmentsInRelationToAssociates
CommitmentsInRelationToJointVentures
CommitmentsMadeToRelatedParties
CommitmentsUnderNon-cancellableOperatingLeasesLandBuildings
CommitmentsUnderNon-cancellableOperatingLeasesOtherItems
CommitmentsUnderNon-cancellableOperatingLeasesTotal
CompanyContributionsToDefinedBenefitPlansDirectors
CompanyContributionsToDefinedBenefitSchemesDirectors
CompanyContributionsToMoneyPurchasePlansDirectors
CompanyContributionsToMoneyPurchaseSchemesDirectors
CompensationForLossOfficeDirectors
ComprehensiveIncomeAssociates
ComprehensiveIncomeExpense
ComprehensiveIncomeExpenseAttributableToNon-controllingInterests
ComprehensiveIncomeExpenseAttributableToOwnersParent
ComprehensiveIncomeSubsidiaries
ComputerITEquipmentRepairsMaintenanceAdministrativeExpenses
ComputerSoftwareCostsAdministrativeExpenses
ComputerSoftwareITConsumablesMaintenanceAdministrativeExpenses
ComputerSoftwareITConsumablesMaintenanceCostSales
ComputerSoftwareITConsumablesMaintenanceDistributionCosts
ConsiderationForNonEquitySharesAllottedInPeriod
ConsiderationForSharesIssued
ConsiderationReceivedForSharesAllottedDuringPeriod
ConsiderationReceivedForSharesIssuedInPeriod
ConsiderationReceivedForSharesIssuedInPeriodRelatedToOtherTransactions
ConsiderationReceivedForSharesIssuedInPeriodRelatedToShare-basedPayments
ConsiderationReceivedForSharesIssuedSpecificShareIssue
ConsignmentStockHeld
ConsumableItemsAdministrativeExpenses
ConsumableItemsCostSales
Consumables
ConsumerLoansClassifiedUnderInvestments
ContingentConsiderationForBusinessCombination
ContingentConsiderationsLiabilities
ContingentLiabilities
ContingentLiabilitiesAssumed
ContingentLiabilitiesRecognisedInBusinessCombinationAdded
ContingentRentsOnFinanceLeasesRecognisedAsIncome
ContingentRentsOnOperatingLeasesRecognisedAsExpense
ContingentRentsOnOperatingLeasesRecognisedAsIncome
ContractAssets
ContractAssetsCurrent
ContractAssetsNon-current
ContractCostAssets
ContractCostAssetsNon-current
ContractLiabilities
ContractLiabilitiesCurrentLiability
ContractLiabilitiesNon-currentLiability
ContractProvisions
ContractorCosts
ContributionsByDefinedBenefitSchemeParticipants
ContributionsToDefinedBenefitSchemeByEmployer
ContributionsToPensionScheme
ContributionsToRemunerationTrust
ConversionDebtToEquityIncreaseDecreaseInEquity
ConvertibleBondsInIssue
ConvertibleDebt
ConvertibleDebtSecuritiesHeld
ConvertibleLoansAfterFiveYearsByInstalments
ConvertiblePreferenceSharesLiability
CoronavirusJobRetentionSchemeIncome
CorporateDebtSecuritiesHeld
CorporateFinanceTransactionsEntitySubsidiariesFees
CorporateFinanceTransactionsFees
CorporationTax
CorporationTaxDueAfterOneYear
CorporationTaxDueWithinOneYear
CorporationTaxPayable
CorporationTaxRecoverable
CorporationTaxRecoverableCurrentAsset
CorporationTaxRecoverableCurrentAssetDueAfterOneYear
CorporationTaxRecoverableCurrentAssetDueWithinOneYear
CostCharitableActivity
CostFundraisingActivity
CostInventoriesRecognisedAsExpenseGross
CostInventoriesRecognisedAsExpenseNetWriteDownsReversals
CostSales
CostTangibleFixedAssetsOnHistoricalCostBasis
CostsAcquisitions
CostsGainsFromFundamentalRestructuringOrReorganisation
CostsRaisingFunds
CostsToObtainContractAsset
CourierServicesAdministrativeExpenses
CreditCardChargesDetailedPL
Creditors
CreditorsAcquisition
CreditorsAssumed
CreditorsDisposedWithSubsidiaries
CreditorsDueAfterOneYear
CreditorsDueAfterOneYearOtherThanConvertibleDebt
CreditorsDueAfterOneYearTotalNoncurrentLiabilities
CreditorsDueWithinOneYear
CreditorsDueWithinOneYearOtherThanConvertibleDebt
CreditorsDueWithinOneYearTotalCurrentLiabilities
CreditorsFinancialLiability
CreditorsNon-financialLiability
CreditorsOtherThanConvertibleDebt
CumulativeActuarialGainLossOnDefinedBenefitSchemeRecognisedInStatementTotalRecognisedGainsLosses
CumulativeGainLossOnRemeasurementDefinedBenefitPlanRecognisedInOtherComprehensiveIncome
CumulativeIncreaseDecreaseInFairValueFinancialLiabilitiesAttributableToChangesInCreditRisk
CumulativeIncreaseDecreaseInFairValueRecognisedOnSalesInvestmentPropertyMovedFromCostToFairValueModel
CumulativePreferenceShareDividendsUnpaid
CumulativePreferenceShareDividendsUnpaidAfterOneYear
CumulativePreferenceShareDividendsUnpaidWithinOneYear
CurrentAccountWithUKCentralBank
CurrentAccountsDepositsFromCustomers
CurrentAssetInvestments
CurrentAssets
CurrentAssetsAcquisition
CurrentAssetsAssociates
CurrentAssetsDisposedWithSubsidiaries
CurrentAssetsJointVentures
CurrentAssetsOtherThanAssetsClassifiedAsHeldForSaleOrForDistributionToOwners
CurrentAssetsSubsidiaries
CurrentLiabilities
CurrentLiabilitiesAssociates
CurrentLiabilitiesJointVentures
CurrentLiabilitiesSubsidiaries
CurrentProvisions
CurrentServiceCostDefinedBenefitPlan
CurrentServiceCostDefinedBenefitScheme
CurrentTaxAssets
CurrentTaxExpenseCreditRecognisedInEquity
CurrentTaxForPeriod
CurrentTaxLiabilities
CurrentYearResearchDevelopmentExpenditure
CustodianFeesPayable
DataCostsAdministrativeExpenses
DataProcessingAdministrativeExpenses
DataTelecommunicationsCostsAdministrativeExpenses
DataTelecommunicationsCostsCostSales
DatedLoanCapital
DebentureLoansAfterFiveYearsByInstalments
DebenturesHeld
DebenturesInIssue
DebenturesOtherLoans
DebenturesWithVariableInterestFinancialAssetsThroughProfitLossDesignated
DebtDueAfterOneYear
DebtDueWithinOneYear
DebtFundsAcquiredWithSubsidiaries
DebtFundsDisposedWithSubsidiaries
DebtFundsFromAcquisitionsDisposals
DebtInstrumentsBondsHeldInPensionSchemeFairValue
DebtInstrumentsBondsHeldInPensionSchemePercentage
DebtSecuritiesAcquired
DebtSecuritiesHeld
DebtSecuritiesHeldInDefinedBenefitPlanFairValue
DebtSecuritiesHeldInDefinedBenefitPlanPercentage
DebtSecuritiesInIssue
DebtSecuritiesIssuedByBanksHeld
DebtSecuritiesPledgedAsCollateral
Debtors
DebtorsAcquired
DebtorsDisposedWithSubsidiaries
DebtorsDueAfterOneYear
DebtorsDueWithinOneYear
DebtorsFinancialAsset
DebtorsNon-financialAsset
DecreaseDueToHarvestBiologicalAssetsCostModel
DecreaseDueToHarvestBiologicalAssetsFairValueModel
DecreaseFromAmortisationGoodwillRelatedToBusinessCombinationRecognisedInProfitLoss
DecreaseFromReversalImpairmentLossRecognisedInOtherComprehensiveIncomeIntangibleAssets
DecreaseFromReversalImpairmentLossRecognisedInOtherComprehensiveIncomePropertyPlantEquipment
DecreaseFromReversalImpairmentLossRecognisedInProfitOrLossBiologicalAssetsCostModel
DecreaseFromReversalImpairmentLossRecognisedInProfitOrLossIntangibleAssets
DecreaseFromReversalImpairmentLossRecognisedInProfitOrLossPropertyPlantEquipment
DecreaseInAssetsAttributableToShareholdersUnderRedemptionRequirementsProspectusDueToRedemptionShares
DecreaseInAssetsDefinedBenefitPlanFromBenefitsPaid
DecreaseInAssetsDefinedBenefitPlanFromDisposals
DecreaseInAssetsDefinedBenefitPlanFromSettlements
DecreaseInLiabilitiesDefinedBenefitPlanFromAmountsPaidInRespectSettlements
